comment,ross_order,dmw_product,ross_code,qty,same_next_day,date,week,qty_day,achieved,qty_aft,achieved_1,qty_nght,achieved_2,kg_sht,planned_totals,act_totals,sheets_per_hour,spm,c_wires
Rework bal R500L4.5/4.12blk,,R500L4.0-Coils,CW500L4,6000.0,S,2025-11-15,46,,2217.0,,,,,,,,,,
,,,,,N,2025-11-16,47,,,,,,,,,,,,
,,,,,N,2025-11-17,47,,3000.0,,2342.0,,,,,,,,
Rework bal R500L4.75/4.88blk,,R500L4.0-Coils,CW500L4,14000.0,S,2025-11-17,47,,,,1995.0,,,,,,,,
,,,,,N,2025-11-18,47,,2999.0,,4050.0,,,,,,,,
,,,,,N,2025-11-19,47,,1170.0,,1073.0,,,,,,,,
,,,,,N,2025-11-20,47,,987.0,,975.0,,,,,,,,
Rework bal R500L4.75/4.88blk,,R500L4.5-Coils,CW500L4.5,12000.0,N,2025-11-21,47,,3065.0,,5430.0,,,,,,,,
,,,,,N,2025-11-22,47,,3516.0,,,,,,,,,,
7.0mm C12D,253870,R500L5.6-Coils,CW500L5.6,24000.0,S,2025-11-22,47,,3023.0,,10020.0,,,,,,,,
,,,,,N,2025-11-23,48,,10013.0,,,,,,,,,,
,,,,,N,2025-11-24,48,,1010.0,,,,,,,,,,
7.0mm C12D,253870,R500L5.6-Coils,CW500L5.6,24000.0,S,2025-11-24,48,,12038.0,,12064.0,,,,,,,,
7.0mm C12D,253870,R500L5.6-Coils,CW500L5.6,24000.0,N,2025-11-25,48,,8032.0,,11036.0,,,,,,,,
,,,,,N,2025-11-26,48,,7007.0,,,,,,,,,,
7.0mm C12D,253870,R500L5.6-Coils,CW500L5.6,24000.0,S,2025-11-26,48,,3005.0,,11995.0,,,,,,,,
,,,,,N,2025-11-27,48,,6012.0,,3024.0,,,,,,,,
WR1008BW8.0,254165,R500L6.0Blk,CW500L6.0,24000.0,S,2025-11-27,48,,,,8030.0,,,,,,,,
,,,,,N,2025-11-28,48,,10009.0,,6024.0,,,,,,,,
,,,,,N,2025-11-29,48,,,,,,,,,,,,
,,,,,N,2025-11-30,49,,,,,,,,,,,,
WR1008BW8.0,n.a,R500L6.3-Coils,CW500L6.3,3000.0,N,2025-12-01,49,,2781.0,,,,,,,,,,
Rework R500L5.0blk,n.a,R500L5.0-Coils,CW500L5,20000.0,S,2025-12-01,49,,2002.0,,9090.0,,,,,,,,
,,,,,N,2025-12-02,49,,8160.0,,1169.0,,,,,,,,
7.0mm C12D,254449,R500L5.6-Coils,CW500L5.6,24000.0,S,2025-12-02,49,,,,7056.0,,,,,,,,
,,,,,N,2025-12-03,49,,9030.0,,8067.0,,,,,,,,
7.0mm C12D,254449,R500L5.6-Coils,CW500L5.6,24000.0,S,2025-12-03,49,,,,4032.0,,,,,,,,
,,,,,N,2025-12-04,49,,12033.0,,8056.0,,,,,,,,
6.5mm C12D,,R500L5.0-Coils,CW500L5,20000.0,N,2025-12-05,49,,9897.0,,12192.0,,,,,,,,
,,,,,N,2025-12-06,49,,,,,,,,,,,,
,,,,,N,2025-12-07,50,,,,,,,,,,,,
6.5mm C12D,,R500L5.0-Coils,CW500L5,10000.0,N,2025-12-08,50,,4453.0,,6783.0,,,,,,,,
6.5mm C12D,,R500L5.0-Coils,CW500L5,30000.0,N,2025-12-09,50,,5484.0,,14400.0,,,,,,,,
,,,,,N,2025-12-10,50,,13236.0,,,,,,,,,,
6.5mm C12D,,R500L5.0-Coils,CW500L5,30000.0,S,2025-12-10,50,,,,10055.0,,,,,,,,
,,,,,N,2025-12-11,50,,,,,,,,,,,,
,,,,,N,2025-12-12,50,,10110.0,,13634.0,,,,,,,,
,,,,,N,2025-12-13,50,,,,,,,,,,,,
,,,,,N,2025-12-14,51,,,,,,,,,,,,
,,,,,N,2025-12-15,51,,1501.0,,,,,,,,,,
7.0mm C12D,,CW500L6-Coils,CW500L6,24000.0,S,2025-12-15,51,,7040.0,,,,,,,,,,
,,,,,N,2025-12-16,51,,12085.0,,,,,,,,,,
,,,,,N,2025-12-17,51,,5044.0,,,,,,,,,,
,,,,,N,2025-12-18,51,,,,,,,,,,,,
,,,,,N,2025-12-19,51,,,,,,,,,,,,
7.0mm C12D,,CW500L6-Coils,CW500L6,24000.0,N,2025-12-20,51,,,,13106.0,,,,,,,,
,,,,,N,2025-12-21,52,,,,11118.0,,,,,,,,
Rework COILGW5.6 Blk Dots,5113 JMOL,COILGW5.0,COILGW5,2481.0,N,2025-12-22,52,,2103.0,,,,,,,,,,
8.0mm C12D,,R500L8.0-Coils,CW500L8,5000.0,S,2025-12-22,52,,5248.0,,,,,,,,,,
,,,,,N,2025-12-23,52,,,,,,,,,,,,
Rework COILGW5 Blk Dots etc ,,R500L3.15-Coils,CW500L3.15,5000.0,N,2025-12-24,52,,,,2997.0,,,,,,,,
,,,,,N,2025-12-25,52,,,,,,,,,,,,
,,,,,N,2025-12-26,52,,2387.0,,,,,,,,,,
5.5mm C12D,,R500L4.5-Coils,CW500L4.5,30000.0,S,2025-12-26,52,,,,1534.0,,,,,,,,
,,,,,N,2025-12-27,52,,,,16938.0,,,,,,,,
,,,,,N,2025-12-28,53,,,,9181.0,,,,,,,,
Rework R500L4.0blk,,R500L3.15-Coils,CW500L3.15,947.0,N,2025-12-29,53,,,,969.0,,,,,,,,
Rework COILGWX4,,R500L3.15-Coils,CW500L3.15,182.0,S,2025-12-29,53,,,,65.0,,,,,,,,
Rework R500L5.0blk,,R500L4.0-Coils,CW500L4,104.0,S,2025-12-29,53,,,,121.0,,,,,,,,
,,,,,N,2025-12-30,53,,,,,,,,,,,,
Rework dia4.24GX,,R750L4.0-Coils GX,CW750L4.0 GX,1000.0,S,2025-12-30,53,,,,1246.0,,,,,,,,
6.5mm C12D,,R500L5.0-Coils,CW500L5,30000.0,N,2025-12-31,53,,13889.0,,16052.0,,,,,,,,
,,,,,N,2026-01-01,1,,,,,,,,,,,,
,,,,,N,2026-01-02,1,,2748.0,,14521.0,,,,,,,,
6.5mm C12D,,R500L5.0-Coils,CW500L5,30000.0,S,2026-01-02,1,,,,4702.0,,,,,,,,
,,,,,N,2026-01-03,1,,,,,,,,,,,,
,,,,,N,2026-01-04,2,,,,,,,,,,,,
,,,,,N,2026-01-05,2,,1439.0,,,,,,,,,,
5.5mm C12D,,R500L4.5-Coils,CW500L4.5,,S,2026-01-05,2,,,,3061.0,,,,,,,,
5.5mm C12D,,R500L4.5-Coils,CW500L4.5,30000.0,S,2026-01-05,2,,,,9130.0,,,,,,,,
,,,,,N,2026-01-06,2,,11373.0,,15778.0,,,,,,,,
,,,,,N,2026-01-07,2,,1035.0,,,,,,,,,,
6.5mm C12D,,R500L5.0-Coils,CW500L5,,S,2026-01-07,2,,15204.0,,14710.0,,,,,,,,
8.0mm C12D,255000,R500L6.3-Coils,CW500L6.3,24000.0,S,2026-01-07,2,,,,3035.0,,,,,,,,
,,,,,N,2026-01-08,2,,14041.0,,7051.0,,,,,,,,
8.0mm C12D,255000,R500L6.3-Coils,CW500L6.3,24000.0,S,2026-01-08,2,,,,9097.0,,,,,,,,
,,,,,N,2026-01-09,2,,14075.0,,1054.0,,,,,,,,
8.0mm C12D,,R500L6.3-Coils,CW500L6.3,4000.0,S,2026-01-09,2,,,,4219.0,,,,,,,,
5.5mm C12D,,R500L4.5-Coils,CW500L4.5,30000.0,S,2026-01-09,2,,,,11036.0,,,,,,,,
,,,,,N,2026-01-10,2,,6331.0,,14076.0,,,,,,,,
,,,,,N,2026-01-11,3,,1357.0,,,,,,,,,,
6.5mm C12D,,R500L5.0-Coils,CW500L5,10000.0,S,2026-01-11,3,,8346.0,,2054.0,,,,,,,,
Rework CW500L4.5,,R500L4.0-Coils,CW500L4,2060.0,S,2026-01-11,3,,,,2147.0,,,,,,,,
Rework CW500L4.0 Rusty,,R500L4.0-Coils,CW500L4,1198.0,N,2026-01-12,3,,1814.0,,,,,,,,,,
Rework CW500L5.0 Rusty,,R500L5.0-Coils,CW500L5,1600.0,S,2026-01-12,3,,1072.0,,,,,,,,,,
,,,,,N,2026-01-13,3,,,,,,,,,,,,
,,,,,N,2026-01-14,3,,,,,,,,,,,,
6.5mm C12D,,R500L5.0-Coils,CW500L5,20000.0,N,2026-01-15,3,,19411.0,,,,,,,,,,
,,,,,N,2026-01-16,3,,6189.0,,5263.0,,,,,,,,
,,,,,N,2026-01-17,3,,998.0,,,,,,,,,,
5.5mm C12D,255285,R500L4.0-Coils,CW500L4,24000.0,S,2026-01-17,3,,5011.0,,,,,,,,,,
,,,,,N,2026-01-18,4,,8066.0,,,,,,,,,,
,,,,,N,2026-01-19,4,,7055.0,,4045.0,,,,,,,,
5.5mm C12D,,R500L4.0-Coils,CW500L4,24000.0,S,2026-01-19,4,,,,5953.0,,,,,,,,
,,,,,N,2026-01-20,4,,6071.0,,12312.0,,,,,,,,
6.5mm C12D,,R500L5.0-Coils,CW500L5,30000.0,N,2026-01-21,4,,13323.0,,17486.0,,,,,,,,
6.5mm C12D,,R500L5.0-Coils,CW500L5,30000.0,N,2026-01-22,4,,15110.0,,15074.0,,,,,,,,
5.5mm C12D,,R500L4.0-Coils,CW500L4,24000.0,N,2026-01-23,4,,4035.0,,11257.0,,,,,,,,
,,,,,N,2026-01-24,4,,7049.0,,,,,,,,,,
,,,,,N,2026-01-25,5,,,,1010.0,,,,,,,,
,,,,,N,2026-01-26,5,,,,,,,,,,,,
,,,,,N,2026-01-27,5,,,,,,,,,,,,
,,,,,N,2026-01-28,5,,,,,,,,,,,,
,,,,,N,2026-01-29,5,,,,,,,,,,,,
,,,,,N,2026-01-30,5,,,,,,,,,,,,
,,,,,N,2026-01-31,5,,,,,,,,,,,,
,,,,,N,2026-02-01,6,,,,,,,,,,,,
,,,,,N,2026-02-02,6,,,,,,,,,,,,
,,,,,N,2026-02-03,6,,,,,,,,,,,,
,,,,,N,2026-02-04,6,,,,,,,,,,,,
,,,,,N,2026-02-05,6,,,,,,,,,,,,
,,,,,N,2026-02-06,6,,,,,,,,,,,,
,,,,,N,2026-02-07,6,,,,,,,,,,,,
,,,,,N,2026-02-08,7,,,,,,,,,,,,
,,,,,N,2026-02-09,7,,,,,,,,,,,,
,,,,,N,2026-02-10,7,,,,,,,,,,,,
,,,,,N,2026-02-11,7,,,,,,,,,,,,
,,,,,N,2026-02-12,7,,,,,,,,,,,,
,,,,,N,2026-02-13,7,,,,,,,,,,,,
,,,,,N,2026-02-14,7,,,,,,,,,,,,
,,,,,N,2026-02-15,8,,,,,,,,,,,,
