comment,ross_order,dmw_product,ross_code,qty,same_next_day,date,week,qty_day,achieved,qty_aft,achieved_1,qty_nght,achieved_2,kg_sht,planned_totals,act_totals,sheets_per_hour,spm,c_wires
,WIP,R500L4.0-Coils,CW500L4,,N,2025-06-10,24,,3025.0,,7030.0,,,1000,0.0,10055.0,,,
,WIP,R500L4.0-Coils,CW500L4,,N,2025-06-11,24,,995.0,,,,,1000,0.0,995.0,,,
5.5mm SAE1008,WIP,R500L4.0-Coils,CW500L4,6000.0,S,2025-06-11,24,,6110.0,,,,,1000,0.0,6110.0,,,
5.5mm SAE1008,WIP,R500L4.0-Coils,CW500L4,24000.0,S,2025-06-11,24,,,,9010.0,,,1000,0.0,9010.0,,,
,WIP,R500L4.0-Coils,CW500L4,,N,2025-06-12,24,,1580.0,,,,,1000,0.0,1580.0,,,
7.0mm C12D,WIP,R500L5.6-Coils,CW500L5.6,30000.0,S,2025-06-12,24,,12205.0,,12240.0,,,1000,0.0,24445.0,,,
,WIP,R500L5.6-Coils,CW500L5.6,,N,2025-06-13,24,,6240.0,,,,,1000,0.0,6240.0,,,
6.5mm C12D,WIP,R500L5.6-Coils,CW500L5.6,,S,2025-06-13,24,,5060.0,,11090.0,,,1000,0.0,16150.0,,,
,WIP,R500L5.6-Coils,CW500L5.6,,N,2025-06-14,24,,2989.0,,,,,1000,0.0,2989.0,,,
6.5mm C12D,WIP,R500L5.6-Coils,CW500L5.6,24000.0,S,2025-06-14,24,,7960.0,,7010.0,,,1000,0.0,14970.0,,,
7.0mm C12D,WIP,R500L5.6-Coils,CW500L5.6,,S,2025-06-14,24,,,,12065.0,,,1000,0.0,12065.0,,,
,WIP,R500L5.6-Coils,CW500L5.6,,N,2025-06-15,25,,20410.0,,,,,1000,0.0,20410.0,,,
,WIP,R500L5.6-Coils,CW500L5.6,,N,2025-06-16,25,,24546.0,,,,,1000,0.0,24546.0,,,
7.0mm C12D,WIP,R500L5.6-Coils,CW500L5.6,20000.0,S,2025-06-16,25,,,,22240.0,,,1000,0.0,22240.0,,,
6.5mm C12D,WIP,R500L5.6-Coils,CW500L5.6,,N,2025-06-17,25,,8131.0,,,,,1000,0.0,8131.0,,,
6.5mm C12D,WIP,R500L5.6-Coils,CW500L5.6,40000.0,S,2025-06-17,25,,10265.0,,14241.0,,,1000,0.0,24506.0,,,
,WIP,R500L5.6-Coils,CW500L5.6,,N,2025-06-18,25,,20530.0,,20301.0,,,1000,0.0,40831.0,,,
,WIP,R500L5.6-Coils,CW500L5.6,,N,2025-06-19,25,,1500.0,,,,,1000,0.0,1500.0,,,
5.5mm SAE1008,WIP,R500L4.0-Coils,CW500L4,,S,2025-06-19,25,,5980.0,,8030.0,,,1000,0.0,14010.0,,,
5.5mm SAE1008,WIP,R500L4.0-Coils,CW500L4,24000.0,S,2025-06-19,25,,,,3015.0,,,1000,0.0,3015.0,,,
,WIP,R500L4.0-Coils,CW500L4,,N,2025-06-20,25,,1005.0,,,,,1000,0.0,1005.0,,,
5.5mm SAE1008,WIP,R500L4.5-Coils,CW500L4.5,18750.0,S,2025-06-20,25,,8080.0,,12170.0,,,1000,0.0,20250.0,,,
5.5mm SAE1008,WIP,R500L4.0-Coils,CW500L4,,N,2025-06-21,25,,5010.0,,8055.0,,,1000,0.0,13065.0,,,
,WIP,R500L4.0-Coils,CW500L4,,N,2025-06-22,26,,,,,,,1000,0.0,0.0,,,
,WIP,R500L4.0-Coils,CW500L4,,N,2025-06-23,26,,3035.0,,6260.0,,,1000,0.0,9295.0,,,
7.0mm C12D,WIP,R500L5.6-Coils,CW500L5.6,24000.0,S,2025-06-23,26,,,,7065.0,,,1000,0.0,7065.0,,,
,WIP,R500L5.6-Coils,CW500L5.6,,N,2025-06-24,26,,15035.0,,2015.0,,,1000,0.0,17050.0,,,
7.0mm C12D,WIP,R500L5.6-Coils,CW500L5.6,24000.0,S,2025-06-24,26,,,,15020.0,,,1000,0.0,15020.0,,,
,WIP,R500L5.6-Coils,CW500L5.6,,N,2025-06-25,26,,3165.0,,12000.0,,,1000,0.0,15165.0,,,
R500L8.0mm Engtex,WIP,CW500L6-Coils,CW500L6,4000.0,S,2025-06-25,26,,,,3980.0,,,1000,0.0,3980.0,,,
7.0mm C12D,WIP,R500L5.6-Coils,CW500L5.6,,N,2025-06-26,26,,17986.0,,,,,1000,0.0,17986.0,,,
7.0mm C12D,WIP,R500L5.6-Coils,CW500L5.6,30000.0,N,2025-06-27,26,,,,20498.0,,,1000,0.0,20498.0,,,
,,,,,S,2025-06-27,26,,18585.0,,31015.0,,,1000,0.0,49600.0,,,
,,,,,N,2025-06-28,26,,12164.0,,14090.0,,,1000,0.0,26254.0,,,
R500L8.0Blk,,R500L6.3-Coils,CW500L6.3,24000.0,N,2025-06-29,27,,5005.0,,4995.0,,,1000,0.0,10000.0,,,
,,,,,N,2025-06-30,27,,,,10985.0,,,1000,0.0,10985.0,,,
,,,,,N,2025-07-01,27,,2985.0,,,,,1000,0.0,2985.0,,,
6.5mm C12D,WIP,R500L5.0-Coils,CW500L5,24000.0,S,2025-07-01,27,,,,16110.0,,,1000,0.0,16110.0,,,
,,,,,N,2025-07-02,27,,14020.0,,1690.0,,,1000,0.0,15710.0,,,
7.0mm C12D,WIP,R500L5.6-Coils,CW500L5.6,60000.0,S,2025-07-02,27,,,,14383.0,,,1000,0.0,14383.0,,,
6.5mm C12D,,R500L5.0-Coils,CW500L5,25500.0,N,2025-07-03,27,,12436.0,,17493.0,,,1000,0.0,29929.0,,,
7.0mm C12D,WIP,R500L5.6-Coils,CW500L5.6,,S,2025-07-03,27,,,,6095.0,,,,,,,,
,,,,,N,2025-07-04,27,,20662.0,,26931.0,,,,,,,,
,,,,,N,2025-07-05,27,,30670.0,,20695.0,,,,,,,,
,,,,,N,2025-07-06,28,,1875.0,,,,,,,,,,
R500L8.0mm Engtex,251464,R500L7.1-Coils,CW500L7.1,12000.0,S,2025-07-06,28,,11026.0,,1100.0,,,,,,,,
7.0mm C12D,WIP,R500L5.6-Coils,CW500L5.6,,S,2025-07-06,28,,,,950.0,,,,,,,,
7.0mm C12D,WIP,R500L5.6-Coils,CW500L5.6,60000.0,S,2025-07-06,28,,,,12055.0,,,,,,,,
,,,,,N,2025-07-07,28,,26546.0,,26125.0,,,,,,,,
6.5mm C12D/ Rework on hold coils.,,R500L5.0-Coils,CW500L5,36000.0,N,2025-07-08,28,,2873.0,,17461.0,,,,,,,,
,,,,,N,2025-07-09,28,,955.0,,,,,,,,,,
R500L8.0Blk/7.10blk/WR8mm SAE1008,252009,R500L6.3-Coils,CW500L6.3,24000.0,N,2025-07-10,28,,8050.0,,13098.0,,,,,,,,
,,,,,S,2025-07-10,28,,7005.0,,,,,,,,,,
6.5/7.0mm C12D,WIP,R500L5.6-Coils,CW500L5.6,,S,2025-07-10,28,,6165.0,,13810.0,,,,,,,,
6.5/7.0mm C12D,WIP,R500L5.6-Coils,CW500L5.6,60000.0,N,2025-07-11,28,,5010.0,,,,,,,,,,
6.0mm SAE1022 ICDAS Turkey,WIP,R500L4.0-Coils,CW500L4,2000.0,S,2025-07-11,28,,,,1980.0,,,,,,,,
6.5/7.0mm C12D,WIP,R500L5.6-Coils,CW500L5.6,,N,2025-07-12,28,,12390.0,,13895.0,,,,,,,,
,,,,,N,2025-07-13,29,,7385.0,,,,,,,,,,
Rework on hold dia5.6Galv,WIP,COILGW5.0,COILGW5,20000.0,N,2025-07-14,29,,1580.0,,,,,,,,,,
6.5mm C12D/ Rework on hold coils.,,R500L5.0-Coils,CW500L5,,S,2025-07-14,29,,,,20241.0,,,,,,,,
,,,,,N,2025-07-15,29,,3210.0,,,,,,,,,,
6.5mm C12D,252088,R500L5.0-Coils,CW500L5,24000.0,S,2025-07-15,29,,12017.0,,9075.0,,,,,,,,
,,,,,N,2025-07-16,29,,3050.0,,,,,,,,,,
6.5/7.0mm C12D,WIP,R500L5.6-Coils,CW500L5.6,60000.0,S,2025-07-16,29,,4200.0,,24215.0,,,,,,,,
6.5mm C12D/ Rework on hold coils.,,R500L5.0-Coils,CW500L5,,N,2025-07-17,29,,3248.0,,845.0,,,,,,,,
6.5/7.0mm C12D,WIP,R500L5.6-Coils,CW500L5.6,,S,2025-07-17,29,,,,26470.0,,,,,,,,
6.5/7.0mm C12D,252088,R500L5.0-Coils,CW500L5,24000.0,N,2025-07-18,29,,9060.0,,15110.0,,,,,,,,
6.5/7.0mm C12D,252164,R500L5.0-Coils,CW500L5,24000.0,S,2025-07-18,29,,,,1010.0,,,,,,,,
,,,,,N,2025-07-19,29,,18105.0,,9060.0,,,,,,,,
6.5/7.0mm C12D,252164,R500L5.0-Coils,CW500L5,24000.0,S,2025-07-19,29,,,,4030.0,,,,,,,,
,,,,,N,2025-07-20,30,,11070.0,,10080.0,,,,,,,,
6.5/7.0mm C12D,WIP,R500L5.0-Coils,CW500L5,45000.0,S,2025-07-20,30,,,,7882.0,,,,,,,,
,,,,,N,2025-07-21,30,,7955.0,,18657.0,,,,,,,,
,,,,,N,2025-07-22,30,,12625.0,,,,,,,,,,
6.5/7.0mm C12D,WIP,R500L5.0-Coils,CW500L5,45000.0,S,2025-07-22,30,,4745.0,,25388.0,,,,,,,,
,,,,,N,2025-07-23,30,,17310.0,,,,,,,,,,
6.5/7.0mm C12D,WIP,R500L5.0-Coils,CW500L5,45000.0,S,2025-07-23,30,,,,23770.0,,,,,,,,
,,,,,N,2025-07-24,30,,25625.0,,,,,,,,,,
5.5mm C12D,252201,R500L4.0-Coils,CW500L4,24000.0,S,2025-07-24,30,,,,7045.0,,,,,,,,
,,,,,N,2025-07-25,30,,6045.0,,12035.0,,,,,,,,
6.5/7.0mm C12D,WIP,R500L5.0-Coils,CW500L5,45000.0,N,2025-07-26,30,,14305.0,,23540.0,,,,,,,,
6.5/7.0mm C12D,WIP,R500L5.6-Coils,CW500L5.6,,N,2025-07-27,31,,8810.0,,12760.0,,,,,,,,
5.5mm C12D,252201,R500L4.0-Coils,CW500L4,24000.0,S,2025-07-27,31,,,,2005.0,,,,,,,,
,,,,,N,2025-07-28,31,,3020.0,,5025.0,,,,,,,,
5.5mm C12D,WIP,R500L4.0-Coils,CW500L4,4500.0,S,2025-07-28,31,,2600.0,,,,,,,,,,
5.5mm C12D,252201,R500L4.0-Coils,CW500L4,,N,2025-07-29,31,,2035.0,,,,,,,,,,
6.5/7.0mm C12D,WIP,R500L5.0-Coils,CW500L5,45000.0,S,2025-07-29,31,,9500.0,,25280.0,,,,,,,,
,,,,,N,2025-07-30,31,,12685.0,,,,,,,,,,
6.5/7.0mm C12D,WIP,R500L5.0-Coils,CW500L5,45000.0,S,2025-07-30,31,,4655.0,,20505.0,,,,,,,,
,,,,,N,2025-07-31,31,,16851.0,,4720.0,,,,,,,,
6.5/7.0mm C12D,WIP,R500L5.0-Coils,CW500L5,45000.0,S,2025-07-31,31,,,,10865.0,,,,,,,,
,,,,,N,2025-08-01,31,,9440.0,,14040.0,,,,,,,,
,,,,,N,2025-08-02,31,,12394.0,,,,,,,,,,
6.5/7.0mm C12D,WIP,R500L5.0-Coils,CW500L5,45000.0,S,2025-08-02,31,,9474.0,,17445.0,,,,,,,,
,,,,,N,2025-08-03,32,,1756.0,,,,,,,,,,
5.5mm C12D,252201,R500L4.0-Coils,CW500L4,,S,2025-08-03,32,,6965.0,,,,,,,,,,
,,,,,N,2025-08-04,32,,8055.0,,,,,,,,,,
6.0mm SAE1022 ICDAS Turkey,WIP,R500L4.0-Coils,CW500L4,40000.0,S,2025-08-04,32,,,,3170.0,,,,,,,,
,,,,,N,2025-08-05,32,,5444.0,,3270.0,,,,,,,,
,,,,,N,2025-08-06,32,,5325.0,,4250.0,,,,,,,,
,,,,,N,2025-08-07,32,,1515.0,,8020.0,,,,,,,,
,,,,,N,2025-08-08,32,,7761.0,,3090.0,,,,,,,,
6.0mm SAE1022 ICDAS Turkey,WIP,Unknown,CW500L4.75,50000.0,S,2025-08-08,32,,,,3200.0,,,,,,,,
,,,,,N,2025-08-09,32,,13685.0,,12490.0,,,,,,,,
,,,,,N,2025-08-10,33,,9805.0,,,,,,,,,,
,,,,,N,2025-08-11,33,,3670.0,,,,,,,,,,
6.5/7.0mm C12D,WIP,R500L5.0-Coils,CW500L5,38000.0,S,2025-08-11,33,,6240.0,,,,,,,,,,
,,,,,N,2025-08-12,33,,23658.0,,7965.0,,,,,,,,
7.0mm C12D,252548,R500L5.6-Coils,CW500L5.6,24000.0,S,2025-08-12,33,,,,9075.0,,,,,,,,
,,,,,N,2025-08-13,33,,15101.0,,,,,,,,,,
8.0mm SAE1008,581529,Unknown,1RM0600-1st draw to dia5.60,22000.0,S,2025-08-13,33,,2025.0,,21045.0,,,,,,,,
,,,1RM0600-2nd draw to dia4.88,,N,2025-08-14,33,,14645.0,,8380.0,,,,,,,,
7.0mm C12D,WIP,R500L5.6-Coils,CW500L5.6,60000.0,S,2025-08-14,33,,,,12450.0,,,,,,,,
,,,,,N,2025-08-15,33,,2110.0,,,,,,,,,,
6.0mm SAE1022 ICDAS Turkey,WIP,Unknown,CW500L4.75,,S,2025-08-15,33,,6155.0,,,,,,,,,,
6.0mm SAE1022 ICDAS Turkey,WIP,Unknown,CW500L4.75,64000.0,S,2025-08-15,33,,,,8085.0,,,,,,,,
,,,,,N,2025-08-16,33,,,,,,,,,,,,
,,,,,N,2025-08-17,34,,,,14095.0,,,,,,,,
,,,,,N,2025-08-18,34,,8090.0,,14093.0,,,,,,,,
,,,,,N,2025-08-19,34,,11860.0,,4010.0,,,,,,,,
,,,,,N,2025-08-20,34,,,,8115.0,,,,,,,,
,,,,,N,2025-08-21,34,,4085.0,,,,,,,,,,
6.0mm SAE1022 ICDAS Turkey,WIP,Unknown,CW500L4.75,50000.0,S,2025-08-21,34,,,,10310.0,,,,,,,,
,,,,,N,2025-08-22,34,,8595.0,,6140.0,,,,,,,,
,,,,,N,2025-08-23,34,,8985.0,,5330.0,,,,,,,,
dia7.05 fr Dwg2,252454,Unknown,CW500L6.30,24000.0,N,2025-08-24,35,,18105.0,,,,,,,,,,
,,,,,N,2025-08-25,35,,6050.0,,,,,,,,,,
dia7.05 fr Dwg2,WIP,Unknown,CW500L6.30,6000.0,S,2025-08-25,35,,,,4170.0,,,,,,,,
7.0mm C12D,252548,R500L5.6-Coils,CW500L5.6,,S,2025-08-25,35,,,,2015.0,,,,,,,,
,,,,,N,2025-08-26,35,,14108.0,,12065.0,,,,,,,,
7.0mm C12D,WIP,R500L5.6-Coils,CW500L5.6,60000.0,S,2025-08-26,35,,,,3010.0,,,,,,,,
,,,,,N,2025-08-27,35,,2650.0,,,,,,,,,,
,,,,,N,2025-08-28,35,,,,,,,,,,,,
,,,,,N,2025-08-29,35,,,,,,,,,,,,
,,,,,N,2025-08-30,35,,,,,,,,,,,,
,,,,,N,2025-08-31,36,,,,,,,,,,,,
,,,,,N,2025-09-01,36,,,,,,,,,,,,
,,,,,N,2025-09-02,36,,,,,,,,,,,,
,,,,,N,2025-09-03,36,,,,,,,,,,,,
,,,,,N,2025-09-04,36,,,,,,,,,,,,
,,,,,N,2025-09-05,36,,,,,,,,,,,,
,,,,,N,2025-09-06,36,,,,,,,,,,,,
,,,,,N,2025-09-07,37,,,,,,,,,,,,
,,,,,N,2025-09-08,37,,,,,,,,,,,,
,,,,,N,2025-09-09,37,,,,,,,,,,,,
,,,,,N,2025-09-10,37,,,,,,,,,,,,
,,,,,N,2025-09-11,37,,,,,,,,,,,,
,,,,,N,2025-09-12,37,,,,,,,,,,,,
,,,,,N,2025-09-13,37,,,,,,,,,,,,
,,,,,N,2025-09-14,38,,,,,,,,,,,,
,,,,,N,2025-09-15,38,,,,,,,,,,,,
,,,,,N,2025-09-16,38,,,,,,,,,,,,
Use dia5.60Galv,WIP,Dia5.0Galv,CW500L5.0,40000.0,N,2025-09-17,38,,,,2031.0,,,,,,,,
,,,,,N,2025-09-18,38,,,,4129.0,,,,,,,,
,,,,,N,2025-09-19,38,,1005.0,,5109.0,,,,,,,,
,,,,,N,2025-09-20,38,,3041.0,,,,,,,,,,
5.5mm C12D,WIP,R500L4.5-Coils,CW500L4.5,60000.0,S,2025-09-20,38,,,,2772.0,,,,,,,,
,,,,,N,2025-09-21,39,,4871.0,,9270.0,,,,,,,,
Use dia5.60Galv,WIP,Dia5.0Galv,CW500L5.0,,N,2025-09-22,39,,7209.0,,4309.0,,,,,,,,
5.5mm C12D,WIP,R500L4.5-Coils,CW500L4.5,,N,2025-09-23,39,,12699.0,,9206.0,,,,,,,,
,,,,,N,2025-09-24,39,,2035.0,,,,,,,,,,
6.5mm C12D,WIP,R500L5.0-Coils,CW500L5,30000.0,S,2025-09-24,39,,13826.0,,17132.0,,,,,,,,
6.5mm C12D,WIP,R500L5.0-Coils,CW500L5,30000.0,S,2025-09-24,39,,,,1575.0,,,,,,,,
,,,,,N,2025-09-25,39,,1000.0,,,,,,,,,,
6.5mm C12D,252812,R500L5.0-Coils,CW500L5,24000.0,S,2025-09-25,39,,12072.0,,13176.0,,,,,,,,
,,,,,S,2025-09-25,39,,3035.0,,,,,,,,,,
8.0mm SAE1008 Testing,WIP,R500L6.3-Coils,CW500L6.3,4000.0,N,2025-09-26,39,,515.0,,,,,,,,,,
5.5mm C12D,WIP,R500L4.5-Coils,CW500L4.5,51000.0,S,2025-09-26,39,,1780.0,,,,,,,,,,
,,,,,N,2025-09-27,39,,7810.0,,13699.0,,,,,,,,
,,,,,N,2025-09-28,40,,,,,,,,,,,,
,,,,,N,2025-09-29,40,,4125.0,,,,,,,,,,
6.5mm C12D,252812,R500L5.0-Coils,CW500L5,24000.0,S,2025-09-29,40,,11032.0,,12039.0,,,,,,,,
,,,,,N,2025-09-30,40,,1005.0,,,,,,,,,,
6.5mm C12D,WIP,R500L5.0-Coils,CW500L5,,S,2025-09-30,40,,995.0,,,,,,,,,,
5.5mm C12D,WIP,R500L4.0-Coils,CW500L4,12000.0,S,2025-09-30,40,,4175.0,,,,,,,,,,
,,,,,N,2025-10-01,40,,8362.0,,,,,,,,,,
6.5mm C12D,252812,R500L5.0-Coils,CW500L5,24000.0,S,2025-10-01,40,,10026.0,,12203.0,,,,,,,,
6.5mm C12D,WIP,R500L5.0-Coils,CW500L5,,S,2025-10-01,40,,,,3094.0,,,,,,,,
,,,,,N,2025-10-02,40,,3706.0,,,,,,,,,,
5.5mm C12D,WIP,R500L4.0-Coils,CW500L4,15000.0,S,2025-10-02,40,,7355.0,,9258.0,,,,,,,,
6.5mm C12D,WIP,R500L5.0-Coils,CW500L5,,S,2025-10-02,40,,,,3025.0,,,,,,,,
,,,,,N,2025-10-03,40,,1160.0,,,,,,,,,,
7.0mm C12D,252937,R500L5.6-Coils,CW500L5.6,24000.0,N,2025-10-04,40,,12053.0,,11012.0,,,,,,,,
,,,,,N,2025-10-05,41,,5004.0,,,,,,,,,,
6.5mm SAE1022 Viet Thep,1st draw to dia5.0GX,Unknown,CW500L4.0 GX,30000.0,S,2025-10-05,41,,8358.0,,23607.0,,,,,,,,
,2nd draw to dia4.0GX,,,,N,2025-10-06,41,,8341.0,,14816.0,,,,,,,,
,,,,,N,2025-10-07,41,,8581.0,,,,,,,,,,
6.5mm SAE1022 Viet Thep,1st draw to dia5.0GX,Unknown,CW500L4.0 GX,30000.0,S,2025-10-07,41,,8517.0,,23234.0,,,,,,,,
R500L8.0 Engtex,253044,R500L7.1-Coils,CW500L7.1,12000.0,N,2025-10-08,41,,4026.0,,6124.0,,,,,,,,
,,,,,N,2025-10-09,41,,2019.0,,,,,,,,,,
5.5mm C12D/ Rusty R500L5.0blk,WIP,R500L4.0-Coils,CW500L4,21000.0,S,2025-10-09,41,,,,9076.0,,,,,,,,
,,,,,N,2025-10-10,41,,6336.0,,6354.0,,,,,,,,
6.5mm C12D,WIP,R500L5.0-Coils,CW500L5,,S,2025-10-10,41,,,,1580.0,,,,,,,,
,,,,,N,2025-10-11,41,,11377.0,,,,,,,,,,
Rusty R500L5.0blk,WIP,R500L4.5-Coils,CW500L4.5,9000.0,S,2025-10-11,41,,,,9582.0,,,,,,,,
,,,,,N,2025-10-12,42,,2875.0,,,,,,,,,,
6.5mm SAE1022 Viet Thep,2nd draw to dia4.0GX,Unknown,CW500L4.0 GX,,N,2025-10-13,42,,8356.0,,14965.0,,,,,,,,
,,,,,N,2025-10-14,42,,9452.0,,,,,,,,,,
6.5mm C12D,253543,R500L5.0-Coils,CW500L5,24000.0,S,2025-10-14,42,,1009.0,,10085.0,,,,,,,,
,,,,,N,2025-10-15,42,,11073.0,,,,,,,,,,
6.5mm C12D,253543,R500L5.0-Coils,CW500L5,24000.0,S,2025-10-15,42,,1006.0,,14102.0,,,,,,,,
,,,,,N,2025-10-16,42,,9076.0,,,,,,,,,,
Rework on hold R500L4.0/4.5blk,WIP,R500L3.15-Coils,CW500L3.15,9000.0,S,2025-10-16,42,,,,3021.0,,,,,,,,
Rework on hold R500L4.0blk,WIP,R500L3.15-Coils,CW500L3.15,4500.0,N,2025-10-17,42,,1531.0,,3181.0,,,,,,,,
6.5mm C12D,253610,R500L5.0-Coils,CW500L5,24000.0,N,2025-10-18,42,,9050.0,,10077.0,,,,,,,,
,,,,,N,2025-10-19,43,,5038.0,,,,,,,,,,
6.5mm C12D,253610,R500L5.0-Coils,CW500L5,24000.0,N,2025-10-20,43,,,,10037.0,,,,,,,,
,,,,,N,2025-10-21,43,,5031.0,,9045.0,,,,,,,,
Rework rusty R500L4.5blk,253610,R500L4.5-Coils,CW500L4.5,12000.0,N,2025-10-22,43,,8036.0,,3065.0,,,,,,,,
Rework rusty R500L5.0blk,WIP,R500L5.0-Coils,CW500L5,34500.0,S,2025-10-22,43,,,,6512.0,,,,,,,,
,,,,,N,2025-10-23,43,,9780.0,,7720.0,,,,,,,,
,,,,,N,2025-10-24,43,,,,7425.0,,,,,,,,
,,,,,N,2025-10-25,43,,,,,,,,,,,,
,,,,,N,2025-10-26,44,,,,,,,,,,,,
,,,,,N,2025-10-27,44,,4706.0,,,,,,,,,,
7.0mm SAE1022 Viet Thep,na,R500L5.0-Coils GX,CW500L5.0 GX,1000.0,S,2025-10-27,44,,1115.0,,,,,"Rm 861, Re768, R1.12, Agt 2.04",,,,,
7.0mm C12D,256318,R500L5.6-Coils,CW500L5.6,24000.0,S,2025-10-27,44,,,,11075.0,,,,,,,,
,,,,,N,2025-10-28,44,,7131.0,,,,,,,,,,
7.0mm SAE1022 Viet Thep,na,R500L5.0-Coils GX,CW500L5.0 GX,,S,2025-10-28,44,,1015.0,,,,,,,,,,
7.0mm C12D,256318,R500L5.6-Coils,CW500L5.6,,N,2025-10-29,44,,6050.0,,,,,,,,,,
R500L3.15Blk Rusty,na,R500L3.15-Coils,CW500L3.15,15000.0,S,2025-10-29,44,,,,3383.0,,,,,,,,
,,,,,N,2025-10-30,44,,2087.0,,3254.0,,,,,,,,
,,,,,N,2025-10-31,44,,,,,,,,,,,,
,,,,,N,2025-11-01,44,,,,,,,,,,,,
,,,,,N,2025-11-02,45,,,,,,,,,,,,
5.5mm C12D,WIP,R500L4.0-Coils,CW500L4,60000.0,N,2025-11-03,45,,,,10670.0,,,,,,,,
,,,,,N,2025-11-04,45,,2699.0,,,,,,,,,,
Rework rusty dia4.12blk,WIP,R500L4.0-Coils,CW500L4,5000.0,S,2025-11-04,45,,820.0,,4301.0,,,,,,,,
,,,,,S,2025-11-04,45,,356.0,,,,,,,,,,
7.0mm C12D,253599,R500L5.6-Coils,CW500L5.6,24000.0,N,2025-11-05,45,,12093.0,,12105.0,,,,,,,,
Rework CW500L5.0 GX,253599,R500L5.0-Coils GX,CW500L5.0 GX,2000.0,N,2025-11-06,45,,2036.0,,,,,,,,,,
Rework dia5.60Galv,na,COILGW5.0,COILGW5.0,5000.0,S,2025-11-06,45,,3025.0,,1673.0,,,,,,,,
6.5mm SAE1022 Viet Thep,2nd draw to dia4.0GX,Unknown,CW500L4.0 GX,5000.0,S,2025-11-06,45,,,,3070.0,,,,,,,,
,,,,,N,2025-11-07,45,,2075.0,,,,,,,,,,
5.5mm C12D,WIP,R500L4.0-Coils,CW500L4,,S,2025-11-07,45,,4256.0,,14005.0,,,,,,,,
,,,,,N,2025-11-08,45,,4077.0,,,,,,,,,,
Rework rusty dia3.15blk,,R500L3.15-Coils,CW500L3.15,5000.0,S,2025-11-08,45,,2213.0,,,,,,,,,,
,,,,,N,2025-11-09,46,,,,,,,,,,,,
8.0mm C12D,256318,R500L6.3-Coils,CW500L6.3,24000.0,N,2025-11-10,46,,12053.0,,2009.0,,,,,,,,
,,,,,N,2025-11-11,46,,10074.0,,,,,,,,,,
8.0mm C12D,253871,R500L6.3-Coils,CW500L6.3,24000.0,S,2025-11-11,46,,4029.0,,9072.0,,,,,,,,
,,,,,N,2025-11-12,46,,8066.0,,,,,,,,,,
,,,,,S,2025-11-12,46,,,,3020.0,,,,,,,,
8.0mm C12D,253871,R500L6.3-Coils,CW500L6.3,5000.0,S,2025-11-12,46,,,,5053.0,,,,,,,,
6.5mm C12D,253869,R500L5.0-Coils,CW500L5,24000.0,S,2025-11-12,46,,,,4995.0,,,,,,,,
,,,,,N,2025-11-13,46,,10026.0,,10016.0,,,,,,,,
6.5mm C12D,253869,R500L5.0-Coils,CW500L5,24000.0,S,2025-11-13,46,,,,1995.0,,,,,,,,
,,,,,N,2025-11-14,46,,11061.0,,9009.0,,,,,,,,
,,,,,N,2025-11-15,46,,1995.0,,,,,,,,,,
